# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = test_model
# start_datetime = 2026-03-26 06:32:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 805450934 (Default)
# output
#   file = results.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,kappa,theta.1,theta.2,theta.3
# Adaptation terminated
# Step size = 0.550906
# Diagonal elements of inverse mass matrix:
# 0.0903216, 0.560335, 0.0143741, 0.00762163, 0.00798517
-849.26177,0.99754018,0.55090594,2,3,0,851.92542,0.34779448,9.2656584,0.24936425,0.31928358,0.30188668
-849.92773,0.87738295,0.55090594,3,7,0,853.17355,0.2575949,38.834322,0.28694776,0.27358966,0.32005135
-852.53372,0.7714426,0.55090594,3,7,0,853.78331,0.34281465,3.3558831,0.23902081,0.33778896,0.31246863
-850.03708,0.97429749,0.55090594,3,7,0,853.53748,0.25535186,45.445534,0.29038098,0.27402692,0.30588428
-850.10671,0.98603443,0.55090594,2,3,0,850.57814,0.25407066,46.270605,0.2953578,0.27812293,0.30432297
-848.83968,1,0.55090594,3,7,0,850.90003,0.35649853,15.325992,0.27959875,0.31561098,0.32079718
-849.47099,0.95252535,0.55090594,3,7,0,850.02147,0.20163847,22.800222,0.24535367,0.29000417,0.29059513
-850.3497,0.96558155,0.55090594,3,7,0,852.19262,0.26184172,12.317552,0.25379643,0.34386579,0.32039212
-848.53772,0.97925094,0.55090594,3,7,0,852.28534,0.22983761,14.494684,0.2725799,0.29530268,0.31546355
-849.19671,0.95254095,0.55090594,3,7,0,850.55192,0.35071822,22.482182,0.24828777,0.32601263,0.29766577
-848.20408,0.99564818,0.55090594,2,3,0,849.57137,0.26838408,20.11899,0.25483115,0.32124354,0.31548501
-848.14101,0.98086504,0.55090594,3,7,0,849.17516,0.28627286,17.479171,0.28019334,0.28751513,0.30130072
-850.65946,0.91171539,0.55090594,3,7,0,851.79559,0.28365185,25.218159,0.26975629,0.35380151,0.29583294
-850.29218,0.96767695,0.55090594,3,7,0,852.42861,0.29972567,10.914222,0.27169533,0.2661012,0.32123766
-849.08649,0.98559773,0.55090594,3,7,0,851.69764,0.26317843,10.397184,0.26169208,0.28116592,0.3188961
-849.47435,0.95184936,0.55090594,3,7,0,851.65458,0.29573452,40.262379,0.26587211,0.31788315,0.27582758
-850.32441,0.93596693,0.55090594,3,7,0,851.62895,0.25285066,9.4122701,0.24111279,0.29698631,0.33808297
-850.69403,0.91542024,0.55090594,3,7,0,854.68217,0.19850845,14.271431,0.29776037,0.31689166,0.28823075
-848.87373,1,0.55090594,3,7,0,851.21526,0.24038871,9.6966145,0.24914073,0.3083276,0.29475166
-849.12581,0.97841574,0.55090594,3,7,0,850.70752,0.26724674,36.761487,0.22788697,0.2968743,0.31185855
-851.10233,0.76177199,0.55090594,3,7,0,851.73056,0.36175579,6.495025,0.31064373,0.3088197,0.30259545
-848.77963,0.97277675,0.55090594,3,7,0,852.17192,0.27305664,40.640182,0.23661865,0.29078133,0.30194979
-850.68495,0.76731852,0.55090594,3,7,0,852.21618,0.19120472,27.083482,0.23985111,0.27482501,0.30235291
-848.77813,1,0.55090594,3,7,0,851.62566,0.29120501,32.616272,0.26530112,0.27408954,0.29671149
-847.91681,0.99769833,0.55090594,3,7,0,849.44914,0.28684274,16.962394,0.2676246,0.31455538,0.31576574
-848.22472,0.94538247,0.55090594,3,7,0,850.07161,0.29342492,24.693039,0.24597468,0.30411887,0.28877955
-848.41714,0.98561286,0.55090594,3,7,0,849.4034,0.28383912,25.214846,0.28794826,0.32320781,0.30381481
-850.13666,0.77692011,0.55090594,3,7,0,852.79541,0.28713176,11.147919,0.22880294,0.28002147,0.32045527
-850.00181,0.98633717,0.55090594,3,7,0,852.4773,0.33046888,22.929617,0.27323917,0.34293594,0.28924269
-848.46984,0.99646446,0.55090594,3,7,0,850.67606,0.29007271,22.531971,0.27949061,0.29440364,0.32873598
-848.94911,0.94742675,0.55090594,3,7,0,850.37989,0.30049821,42.041238,0.27291568,0.30564934,0.33239108
-849.82993,0.90271965,0.55090594,3,7,0,850.8557,0.27710916,62.700127,0.27988691,0.31002643,0.32112715
-848.35559,1,0.55090594,2,3,0,850.50426,0.32265474,33.825461,0.2783409,0.29568361,0.32136106
-850.08935,0.85792904,0.55090594,2,3,0,851.02519,0.26237852,14.383125,0.26775764,0.28846156,0.34357782
-853.06142,0.88087317,0.55090594,3,7,0,855.67835,0.3316558,38.646346,0.29535034,0.27812673,0.26217978
-851.34155,0.98586188,0.55090594,3,7,0,855.9417,0.25722648,4.8289101,0.23160824,0.28019331,0.31635346
-852.36715,0.94780295,0.55090594,3,7,0,855.88421,0.32698576,27.738711,0.23073607,0.34038356,0.34350122
-851.06903,0.93913213,0.55090594,3,7,0,854.30299,0.22303888,16.150984,0.27727545,0.2770197,0.26926081
-849.20305,1,0.55090594,3,7,0,851.54678,0.34777189,36.339576,0.27355044,0.31739769,0.32710191
-849.0583,0.92712328,0.55090594,3,7,0,850.46961,0.32908436,31.609669,0.27863289,0.32725938,0.32575224
-848.9006,0.95316669,0.55090594,3,7,0,850.19028,0.2476863,27.451471,0.28300927,0.32405558,0.30811438
-849.04522,0.96880948,0.55090594,3,7,0,850.19788,0.34867785,19.405691,0.26197363,0.28043829,0.31601424
-848.47833,0.82678197,0.55090594,3,7,0,854.84859,0.2722837,33.626718,0.29307931,0.29842571,0.31238364
-849.68058,0.79919775,0.55090594,3,7,0,853.44529,0.28764409,17.249371,0.22193594,0.29937293,0.3236839
-851.07536,0.92888888,0.55090594,3,7,0,853.18946,0.29003041,6.3466561,0.3110006,0.30729472,0.29241064
-849.92891,0.97141095,0.55090594,3,7,0,853.66166,0.29436271,56.960042,0.2403264,0.28536401,0.31436661
-850.55338,1,0.55090594,3,7,0,850.95403,0.26425085,8.6327298,0.29787936,0.31946935,0.28303406
-849.49735,0.99983016,0.55090594,3,7,0,851.35932,0.27718074,7.9932511,0.2894131,0.30674145,0.29143937
-850.32173,0.93136456,0.55090594,3,7,0,853.35381,0.26651271,51.960929,0.26708172,0.28918222,0.33622543
-848.15257,1,0.55090594,3,7,0,851.25179,0.29987568,22.20793,0.2515672,0.32197796,0.29869392
-850.12524,0.89068828,0.55090594,3,7,0,851.28019,0.3152101,66.898699,0.29197348,0.31802593,0.30479433
-856.21493,0.18227474,0.55090594,3,7,0,859.28009,0.31318972,0.72095126,0.22496586,0.29794381,0.31404741
-850.30144,0.99755711,0.55090594,3,7,0,856.45352,0.2267313,55.942178,0.2517703,0.29247894,0.29581409
-850.27631,1,0.55090594,3,7,0,852.00958,0.36024373,7.1643525,0.25048183,0.32905019,0.29826952
-848.19896,0.96870463,0.55090594,2,7,0,850.81871,0.31387639,20.795973,0.28465403,0.28875106,0.30453345
-850.63476,0.81524584,0.55090594,3,7,0,852.67352,0.17414152,12.027567,0.22758205,0.30005075,0.29767032
-849.15359,0.97841473,0.55090594,3,7,0,851.60392,0.27824878,7.3924987,0.24764694,0.30539963,0.31678353
-849.71803,0.95042588,0.55090594,3,7,0,852.07218,0.30216598,46.722222,0.30264367,0.31666176,0.32109049
-850.33706,0.89251631,0.55090594,3,7,0,851.44042,0.26520057,6.619998,0.23371065,0.28566427,0.29426286
-848.68601,0.98903589,0.55090594,3,7,0,852.37059,0.27955984,42.794916,0.28577518,0.29614948,0.31942772
-849.34163,0.96547375,0.55090594,3,7,0,849.908,0.25789251,7.6594184,0.24794196,0.31751293,0.29632761
-848.47935,0.95958087,0.55090594,3,7,0,851.34013,0.24832732,29.585738,0.28323977,0.30319783,0.29224653
-849.84745,0.95513897,0.55090594,3,7,0,851.04957,0.31498333,14.706131,0.229853,0.31364509,0.33038392
-849.94256,0.99233854,0.55090594,3,7,0,850.97178,0.26709794,29.003367,0.30432506,0.29525675,0.27984778
-850.30879,0.89572521,0.55090594,3,7,0,854.93696,0.30572821,17.316047,0.23123123,0.31804881,0.3383514
-849.73668,1,0.55090594,2,3,0,850.553,0.30322258,19.042104,0.22783558,0.31591595,0.32922497
-850.68921,0.94526173,0.55090594,3,7,0,852.99383,0.3874962,26.193228,0.27315148,0.31452805,0.33967843
-852.96683,0.79286289,0.55090594,3,7,0,855.04457,0.29578154,3.7528261,0.31395668,0.3271473,0.29478757
-852.5922,0.99220847,0.55090594,3,7,0,854.91852,0.28588169,73.552548,0.24277382,0.27248919,0.33096504
-854.2948,0.97468614,0.55090594,3,7,0,854.92134,0.28553101,3.0764982,0.27843407,0.34918507,0.27893419
-853.32895,1,0.55090594,3,7,0,856.43449,0.43817196,17.528222,0.26178416,0.27774633,0.34055714
-852.11531,1,0.55090594,3,7,0,854.47288,0.19188956,8.7394296,0.25585282,0.33565087,0.27417667
-850.04238,0.99838042,0.55090594,3,7,0,853.23117,0.27916186,13.003819,0.25593222,0.34148733,0.28928556
-850.25834,0.99561325,0.55090594,3,7,0,852.17397,0.25691585,28.259767,0.22876725,0.27902987,0.32904163
-848.71281,0.99470589,0.55090594,3,7,0,851.48683,0.30448117,23.087868,0.30340939,0.30123415,0.31277102
-848.15373,1,0.55090594,3,7,0,849.2881,0.29871419,13.695573,0.27473685,0.29373197,0.31461532
-848.66322,0.88108301,0.55090594,3,7,0,852.55089,0.26362193,34.293322,0.25897695,0.31373644,0.28290779
-848.62929,0.92064845,0.55090594,3,7,0,850.37413,0.30432096,10.852624,0.2661255,0.28776301,0.31627383
-852.08845,0.81511417,0.55090594,2,3,0,852.79444,0.21743507,11.802992,0.27077154,0.27647578,0.34886534
-849.47295,0.99555675,0.55090594,3,7,0,852.60478,0.26970204,29.719909,0.26369634,0.33690685,0.28795587
-849.90297,0.92290902,0.55090594,3,7,0,851.61637,0.33133251,6.7718734,0.28499483,0.32368757,0.3044615
-848.81489,0.9207548,0.55090594,3,7,0,854.00732,0.27938166,57.245795,0.27168991,0.29466036,0.30127547
-848.56677,1,0.55090594,3,7,0,849.122,0.28820471,8.4249253,0.26171057,0.30177392,0.30903561
-847.798,0.91129317,0.55090594,3,7,0,852.60989,0.31498848,29.518268,0.27207178,0.31208608,0.30125111
-849.05165,0.925359,0.55090594,2,3,0,849.38523,0.27077636,25.090576,0.28103674,0.31721482,0.27901959
-851.33729,0.84771046,0.55090594,3,7,0,852.88862,0.21369033,4.39638,0.22708578,0.3053896,0.30018203
-854.56091,0.88260466,0.55090594,2,7,0,857.09668,0.21386252,0.97044117,0.28282631,0.29981329,0.30305744
-851.40208,0.97403419,0.55090594,3,7,0,857.95911,0.23040143,66.665599,0.23957452,0.30572379,0.2998826
-853.59122,0.75125555,0.55090594,3,7,0,856.82946,0.43746988,2.4901785,0.29923155,0.31871291,0.29737243
-850.6356,0.99325959,0.55090594,2,7,0,856.08555,0.39237212,6.942401,0.29686751,0.31178982,0.30137434
-849.33885,0.91157265,0.55090594,3,7,0,853.8069,0.20272265,18.688372,0.24833127,0.31603528,0.31233919
-853.61229,0.82064685,0.55090594,2,7,0,855.38001,0.24225363,6.863352,0.26594471,0.36624149,0.299428
-853.7323,0.99695736,0.55090594,2,3,0,854.35715,0.23004202,8.2194659,0.27079669,0.36689977,0.29465571
-855.53631,0.96260947,0.55090594,3,7,0,858.53254,0.25915027,6.738769,0.28802856,0.36579783,0.27221537
-850.63526,0.97457333,0.55090594,2,3,0,857.9647,0.27577505,9.2916437,0.31037117,0.30728045,0.28665925
-848.7846,1,0.55090594,3,7,0,851.13545,0.30998773,11.556474,0.27108133,0.31036181,0.28635973
-849.58365,0.93166366,0.55090594,2,7,0,852.12389,0.37476662,11.934189,0.25322003,0.32093333,0.29410961
-848.60042,0.96421046,0.55090594,2,7,0,851.32497,0.31763313,23.85093,0.25599214,0.30145797,0.33177505
-849.51469,0.85041174,0.55090594,3,7,0,852.38828,0.207559,12.693345,0.24913022,0.29374674,0.28430598
-854.50419,0.77293665,0.55090594,3,7,0,858.85318,0.26036279,9.1552494,0.21715902,0.36103694,0.28941575
-850.61772,1,0.55090594,2,3,0,854.76328,0.23076328,9.2059154,0.23030954,0.33236003,0.30382363
-851.1823,0.97222567,0.55090594,3,7,0,852.59499,0.371616,23.306309,0.29810228,0.2691897,0.30694836
-849.73989,0.62103933,0.55090594,2,3,0,853.9528,0.30402112,10.279274,0.28896121,0.2758596,0.31113993
-848.07476,0.94988788,0.55090594,3,7,0,852.76456,0.24130932,21.598141,0.24754499,0.30509565,0.30360705
-848.67105,0.97082772,0.55090594,3,7,0,849.99728,0.29757628,16.330021,0.29998674,0.3000716,0.30786671
-852.20432,0.88498819,0.55090594,3,7,0,852.483,0.25099206,11.284734,0.32480847,0.29349353,0.33187665
-850.63362,1,0.55090594,3,7,0,853.13393,0.25002425,23.088218,0.21709651,0.31844514,0.28324369
-850.74063,0.92977553,0.55090594,3,7,0,854.08372,0.28313856,21.156941,0.316194,0.28396286,0.32775174
-853.05802,0.95212428,0.55090594,3,7,0,854.53761,0.30475783,19.333307,0.20350593,0.33882255,0.28942565
-851.71461,0.87922559,0.55090594,3,7,0,859.26578,0.3668386,4.3294986,0.27866926,0.28233176,0.32902985
-848.3722,0.95555331,0.55090594,3,7,0,852.2631,0.31397907,26.230253,0.24063629,0.30400997,0.29665433
-850.10413,0.82306656,0.55090594,2,3,0,851.38795,0.27381056,53.576894,0.23243975,0.28926395,0.28857384
-849.68087,0.79594313,0.55090594,3,7,0,852.92653,0.33690113,9.7926312,0.25995326,0.30621386,0.27947637
-848.45539,0.96127848,0.55090594,3,7,0,852.16307,0.32246995,11.865859,0.26003465,0.29394433,0.31685217
-848.12884,0.96704742,0.55090594,3,7,0,850.27227,0.2891037,23.078827,0.27104726,0.3118545,0.28663542
-849.29165,0.93466312,0.55090594,3,7,0,849.92086,0.32857715,7.7802817,0.24937194,0.29127654,0.31235551
-848.25396,0.9521623,0.55090594,3,7,0,851.13103,0.26600115,28.099255,0.29136344,0.30345569,0.3060699
-851.0723,0.76548279,0.55090594,3,7,0,851.70134,0.41032314,7.9668932,0.23074479,0.30803659,0.31126734
-851.93101,0.96983438,0.55090594,2,3,0,852.501,0.39538385,6.5252266,0.21907223,0.30913096,0.31493805
-852.80511,0.91796078,0.55090594,3,7,0,855.68988,0.28498012,4.2004877,0.23807586,0.34840407,0.30054434
-851.25513,1,0.55090594,3,7,0,854.63442,0.21052248,13.583955,0.28799057,0.26418043,0.29082065
-853.41003,0.93208153,0.55090594,2,3,0,854.12673,0.20156525,9.4243312,0.28737762,0.24994539,0.29186196
-850.75216,0.97843553,0.55090594,3,7,0,855.57646,0.3902753,24.821421,0.24872497,0.33416825,0.31021968
-847.72614,0.90047832,0.55090594,2,7,0,852.02189,0.32035838,23.675701,0.26340807,0.30028951,0.3024699
-849.32035,0.93351467,0.55090594,3,7,0,849.92568,0.2983801,12.130325,0.28968686,0.32948845,0.31112044
-848.25358,0.92612261,0.55090594,3,7,0,853.19511,0.30304208,27.874106,0.23943454,0.31178478,0.30651334
-848.55269,0.9159491,0.55090594,3,7,0,849.84341,0.28651139,11.328346,0.2845325,0.29317299,0.30420635
-847.88798,0.99404314,0.55090594,3,7,0,849.24576,0.29963457,22.038233,0.24616683,0.30933972,0.30218615
-847.65646,0.97947583,0.55090594,3,7,0,848.42378,0.27642059,24.278361,0.27555727,0.2970813,0.30932278
-849.97626,0.75369148,0.55090594,2,3,0,851.30533,0.22635973,36.82811,0.27760122,0.30238494,0.32566272
-849.91373,0.99764967,0.55090594,2,7,0,851.69309,0.30070102,13.68991,0.26954898,0.30381198,0.34522742
-849.28437,0.98161093,0.55090594,2,7,0,851.27394,0.26711781,23.23365,0.2798352,0.30695354,0.27348746
-851.29365,0.8519877,0.55090594,3,7,0,853.6273,0.18877081,28.06509,0.23067768,0.31693448,0.28717969
-848.92436,1,0.55090594,2,3,0,851.38546,0.21692161,13.761203,0.25241532,0.30608817,0.2890499
-850.17892,0.92952209,0.55090594,3,7,0,852.34316,0.29832741,28.360989,0.28502638,0.26424769,0.29078197
-849.29968,0.9852133,0.55090594,3,7,0,851.95919,0.33437857,14.767754,0.26617552,0.30600802,0.33748374
-848.52988,1,0.55090594,3,7,0,849.76364,0.25693815,29.471174,0.26799958,0.31885424,0.28792954
-850.5653,0.90878643,0.55090594,3,7,0,851.76303,0.27163072,12.284927,0.21617507,0.29935325,0.32590932
-847.9788,1,0.55090594,2,3,0,850.75205,0.26270396,14.8202,0.25474295,0.31165232,0.30576682
-848.77846,0.96920373,0.55090594,3,7,0,849.63357,0.25110187,11.03814,0.26494559,0.29486766,0.32354091
-850.03129,0.9178099,0.55090594,3,7,0,851.79792,0.31863057,35.491371,0.25743941,0.28662077,0.27464636
-852.49746,0.85321772,0.55090594,2,3,0,852.97602,0.35641118,30.693496,0.25352006,0.27886963,0.26747096
-853.3032,0.96216126,0.55090594,3,7,0,856.41022,0.39453904,21.903087,0.23173146,0.28719504,0.27373504
-852.56067,0.98784777,0.55090594,3,7,0,857.05508,0.17922405,7.5886189,0.2664414,0.25965302,0.28784364
-854.29542,0.77495233,0.55090594,3,7,0,858.8786,0.33118677,61.470054,0.30836665,0.26898439,0.27630616
-848.2831,0.73907234,0.55090594,3,7,0,856.33087,0.27499019,32.513438,0.28851174,0.29611442,0.31428615
-848.55278,0.94267009,0.55090594,3,7,0,849.58708,0.28537073,11.633022,0.2461284,0.30794322,0.29358429
-848.60803,0.98147162,0.55090594,3,7,0,849.88379,0.35714132,26.631199,0.2786308,0.29704385,0.30984758
-848.0833,0.87512375,0.55090594,3,7,0,850.53842,0.29633074,18.351531,0.26970926,0.28954576,0.31945367
-848.17981,0.9316428,0.55090594,3,7,0,850.60954,0.3322882,15.286454,0.2692416,0.31118865,0.2977503
-851.05271,0.85325938,0.55090594,2,3,0,851.82583,0.37287723,35.646722,0.2567781,0.32974159,0.28771249
-851.34778,1,0.55090594,3,7,0,854.01663,0.20242409,4.8040043,0.24648602,0.28349121,0.3251456
-849.83083,0.94313615,0.55090594,3,7,0,853.04485,0.34823889,7.1368232,0.26879438,0.31684097,0.28890598
-852.61714,0.95742171,0.55090594,3,7,0,853.2515,0.44004634,5.0884965,0.24657393,0.3357974,0.29615741
-849.88715,0.95695227,0.55090594,3,7,0,854.38507,0.24486918,9.0535327,0.22934608,0.30604592,0.32110504
-849.7339,0.96547193,0.55090594,3,7,0,851.66996,0.31812755,30.44985,0.26676211,0.29093955,0.27284078
-848.82317,0.97916436,0.55090594,3,7,0,852.30802,0.26581002,17.006712,0.29855189,0.29848525,0.31460204
-849.43327,0.98593579,0.55090594,3,7,0,850.26357,0.23587953,17.754374,0.29776094,0.31891784,0.30218188
-850.37372,0.92620033,0.55090594,3,7,0,854.71244,0.27776097,16.856562,0.26954156,0.25826748,0.31496967
-851.49874,0.9822297,0.55090594,3,7,0,852.37125,0.28532027,27.163627,0.27560271,0.36085309,0.30354475
-848.0493,0.97612585,0.55090594,3,7,0,853.26939,0.32494462,17.130693,0.26802491,0.30590025,0.31957448
-848.57634,0.93459007,0.55090594,3,7,0,850.46874,0.25320969,26.200678,0.27895126,0.3185065,0.29103913
-850.2759,0.7886256,0.55090594,3,7,0,852.50613,0.21723141,25.889224,0.26418445,0.30984634,0.33603594
-848.00516,0.88922408,0.55090594,2,3,0,852.11941,0.28984135,18.255875,0.26086233,0.3056614,0.32341763
-848.65144,0.92844715,0.55090594,3,7,0,849.96643,0.27314862,21.050705,0.27774541,0.30819291,0.28032791
-847.95831,0.9981018,0.55090594,3,7,0,849.13412,0.26566426,32.75922,0.2528459,0.30850551,0.29623538
-849.10953,0.86123683,0.55090594,2,7,0,850.43102,0.31277435,26.529964,0.29203087,0.33023788,0.29534594
-848.65847,0.97237244,0.55090594,3,7,0,851.13161,0.26363543,26.058853,0.24046835,0.28169995,0.31296592
-853.32443,0.59912302,0.55090594,3,7,0,857.36496,0.27829471,1.5152628,0.27870413,0.32288995,0.29746777
-854.32076,0.97743452,0.55090594,2,3,0,855.16454,0.24651237,1.1027644,0.27453966,0.31343676,0.28786596
-850.39123,0.92442141,0.55090594,2,7,0,855.84469,0.29489875,8.2889537,0.24115202,0.28265641,0.33106076
-851.29773,0.97910472,0.55090594,3,7,0,854.02147,0.31034342,26.818854,0.23477056,0.34944562,0.2904812
-849.98875,0.98821537,0.55090594,2,3,0,851.91745,0.29332739,28.095124,0.25319119,0.3435804,0.28863714
-848.49561,0.97898664,0.55090594,3,7,0,851.89484,0.31329009,19.855727,0.28051845,0.31832686,0.32483315
-850.74173,0.84352487,0.55090594,3,7,0,852.66249,0.32037883,34.421507,0.27708996,0.33417074,0.34287558
-849.83921,0.99967439,0.55090594,3,7,0,852.6032,0.28486758,15.749966,0.27716207,0.2645849,0.29750946
-849.2958,0.99884399,0.55090594,3,7,0,850.39959,0.29732926,36.674174,0.26325493,0.33510293,0.32171043
-849.3887,0.71687408,0.55090594,2,3,0,852.39067,0.28860274,56.265384,0.25576509,0.32254955,0.31438882
-852.12577,0.83604799,0.55090594,3,7,0,854.17748,0.3077414,7.7924045,0.28613262,0.27722114,0.268375
-852.32894,0.97807097,0.55090594,2,3,0,853.97221,0.30246038,6.9491493,0.27298411,0.2624499,0.27789637
-848.85288,0.98971131,0.55090594,3,7,0,852.92149,0.28513414,51.94444,0.2722832,0.3198935,0.30973823
-849.64307,0.98046952,0.55090594,3,7,0,851.15059,0.29998686,7.9786588,0.24583687,0.28030571,0.31079339
-848.47824,0.98882148,0.55090594,3,7,0,850.39582,0.30474922,36.551519,0.26490805,0.32157704,0.32172193
-850.46406,0.88514798,0.55090594,2,3,0,850.83521,0.33793277,50.220418,0.26632138,0.33073728,0.32962592
-851.47429,0.78203253,0.55090594,3,7,0,854.14283,0.20575662,4.6605192,0.28103945,0.27613013,0.29650601
-848.41862,0.95851253,0.55090594,3,7,0,854.6864,0.23355123,19.092872,0.28123551,0.30758758,0.30214372
-849.06709,0.86010797,0.55090594,3,7,0,852.3128,0.26522746,10.387717,0.2808157,0.30896622,0.28668218
-849.83422,0.93584445,0.55090594,3,7,0,852.41872,0.27785342,51.246884,0.26318067,0.27927384,0.28154937
-848.56563,0.99017423,0.55090594,3,7,0,850.41825,0.23664333,11.123535,0.24757421,0.30292809,0.30396663
-847.8686,0.97907884,0.55090594,3,7,0,849.84958,0.29131273,29.080042,0.27467803,0.28810439,0.30895746
-850.47904,0.81686683,0.55090594,2,3,0,850.82345,0.28816951,7.0116414,0.28798641,0.2866539,0.28301311
-850.2582,0.9951894,0.55090594,2,7,0,850.81462,0.2961303,6.2948251,0.28806981,0.28760287,0.29021551
-851.0433,0.98904753,0.55090594,3,7,0,852.68547,0.44170558,10.096299,0.28520712,0.29656716,0.29826308
-849.18428,0.9741516,0.55090594,3,7,0,852.75541,0.23840595,25.43938,0.22662263,0.29360104,0.30894483
-849.09889,0.99774686,0.55090594,3,7,0,850.01585,0.31725637,18.384565,0.30687405,0.31257123,0.30703837
-850.17765,0.96088778,0.55090594,3,7,0,850.87003,0.31210829,14.851462,0.21861743,0.28912107,0.29781371
-850.04721,0.97177792,0.55090594,3,7,0,852.60376,0.23892802,50.628647,0.24589583,0.27875503,0.3099418
-850.84858,1,0.55090594,3,7,0,852.43494,0.32096002,5.3743495,0.29647598,0.32448544,0.31176297
-848.73481,0.99384971,0.55090594,3,7,0,852.55148,0.32594927,32.008582,0.23861777,0.30375894,0.3051969
-849.08836,0.99008717,0.55090594,3,7,0,850.15106,0.23934103,15.011693,0.29315737,0.31521293,0.29915725
-852.8084,0.77963871,0.55090594,2,3,0,854.02906,0.27991019,6.5438929,0.26330064,0.3185217,0.25752866
-851.0128,0.9813566,0.55090594,3,7,0,854.68634,0.25353772,76.503696,0.26031171,0.29055364,0.3153995
-849.44292,1,0.55090594,3,7,0,851.50233,0.3418191,8.3541221,0.25065611,0.3189763,0.31828929
-850.29529,0.96115546,0.55090594,3,7,0,851.12146,0.18949573,23.607816,0.27547728,0.30138546,0.28390586
-849.35492,0.94654277,0.55090594,3,7,0,852.1325,0.30363418,21.189742,0.25097463,0.26813283,0.30658179
-849.81633,0.90208699,0.55090594,3,7,0,852.76439,0.22415677,15.239631,0.28500822,0.32699189,0.29015032
-853.52152,0.72796492,0.55090594,2,3,0,855.69235,0.15951138,23.683176,0.29780863,0.31791375,0.31720747
-853.1612,0.50676542,0.55090594,3,7,0,857.97396,0.22662524,2.187758,0.26367004,0.32407756,0.33198871
-852.65427,0.97916634,0.55090594,3,7,0,855.79546,0.3385345,65.864411,0.26330503,0.32956895,0.27723536
-852.44569,0.68561967,0.55090594,3,7,0,854.65416,0.16931583,3.0405051,0.28434256,0.29929385,0.32289259
-847.84476,1,0.55090594,3,7,0,852.7366,0.27781071,19.288863,0.25858223,0.29577048,0.29341371
-849.48319,0.69861537,0.55090594,2,7,0,855.35281,0.23026356,29.523556,0.2709365,0.32893272,0.30658662
-850.56008,0.99359769,0.55090594,3,7,0,851.91375,0.21151605,6.809848,0.24845119,0.27488121,0.29997698
-853.44314,0.89989197,0.55090594,3,7,0,855.44231,0.30672601,63.960689,0.25699217,0.27744361,0.35269941
-848.34269,0.87834769,0.55090594,2,7,0,855.43404,0.27940264,36.793469,0.27896653,0.28374069,0.30165587
-848.26397,0.88109998,0.55090594,3,7,0,850.5844,0.27742223,24.212975,0.24322474,0.30023073,0.28894219
-847.91773,0.98652305,0.55090594,3,7,0,848.87469,0.25964334,21.561783,0.25459338,0.31375182,0.31175544
-848.67057,0.86170816,0.55090594,2,7,0,851.01883,0.29963895,19.420675,0.24061637,0.32069159,0.29329537
-849.22384,0.77222207,0.55090594,3,7,0,853.39641,0.27763992,8.5078793,0.27910068,0.28485889,0.2990063
-850.74548,0.95184566,0.55090594,3,7,0,851.94159,0.24829407,43.052569,0.24907532,0.26834904,0.27917369
-849.99362,0.8750057,0.55090594,3,7,0,854.6692,0.32598992,49.247852,0.28156592,0.27874386,0.32088153
-850.88966,0.80599937,0.55090594,3,7,0,852.17019,0.23990335,3.3197427,0.2649066,0.31087372,0.29494644
-850.47172,0.94098905,0.55090594,3,7,0,854.17748,0.39374536,18.094426,0.24244351,0.30260919,0.32873281
-848.22471,0.99665085,0.55090594,2,7,0,850.62844,0.29023464,11.546447,0.25226278,0.30718839,0.31159314
-848.55894,0.9444467,0.55090594,3,7,0,849.99064,0.30777349,44.032696,0.27081272,0.31132309,0.32328125
-848.94542,0.9309877,0.55090594,3,7,0,849.89291,0.30223156,9.8944048,0.24461219,0.29363431,0.29497578
-852.91122,0.71412266,0.55090594,2,7,0,861.21278,0.33885748,8.3492508,0.22811022,0.2595414,0.32308985
-850.82965,1,0.55090594,3,7,0,853.91326,0.25456149,51.650307,0.29174657,0.33023253,0.30190826
-850.47346,1,0.55090594,3,7,0,851.965,0.31690861,5.4984711,0.24293626,0.28220167,0.31411658
