# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = model_with_prior_model
# start_datetime = 2026-04-03 16:15:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = player_data.json
# init = 2 (Default)
# random
#   seed = 1531600736 (Default)
# output
#   file = model_with_prior_results.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0-77-g002979f
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,kappa,theta.1,theta.2,theta.3,theta.4,mu_prior,kappa_prior,theta_prior.1,theta_prior.2,theta_prior.3,theta_prior.4,y_prior.1,y_prior.2,y_prior.3,y_prior.4
# Adaptation terminated
# Step size = 0.532555
# Diagonal elements of inverse mass matrix:
# 0.0706465, 0.446331, 0.0130934, 0.0074024, 0.00803084, 0.00814246
-1292.5185,0.95768927,0.5325545,3,7,0,1293.7343,0.24960075,49.957996,0.24871296,0.30679284,0.29771735,0.2277461,0.18870067,30.866304,0.30227522,0.18155036,0.21240726,0.18830451,140,99,103,104
-1290.2771,0.99546323,0.5325545,2,7,0,1293.4155,0.29925613,21.864032,0.22609256,0.27717416,0.27590869,0.27234598,0.19220207,3.0363879,0.013311168,0.27470625,0.4356722,0.015223917,8,157,274,10
-1291.778,0.92571385,0.5325545,2,3,0,1292.8479,0.23489002,49.758186,0.21342792,0.28897742,0.29889463,0.27143332,0.016783162,0.38048751,3.2464482e-44,1.1474147e-13,8.1046151e-43,2.9799093e-28,0,0,0,0
-1292.5136,0.9512188,0.5325545,3,7,0,1293.9492,0.32009501,9.3901124,0.25936498,0.29827362,0.2625151,0.24370837,0.16669205,9.4240265,0.079953398,0.44174354,0.19037721,0.17361295,26,252,107,98
-1291.2537,0.94055993,0.5325545,2,7,0,1296.2633,0.21506099,17.796752,0.21845406,0.27101121,0.27666901,0.24340264,0.48970687,13.494092,0.60854307,0.66301751,0.44752357,0.25005051,276,372,286,141
-1289.4027,0.9835511,0.5325545,2,7,0,1292.8307,0.26035331,34.734744,0.23049398,0.30630488,0.28076494,0.25880999,0.081435049,21.168754,0.045358533,0.084756982,0.10662231,0.077688822,21,36,63,41
-1292.8424,0.81255323,0.5325545,3,7,0,1293.6621,0.23684667,19.370649,0.27026574,0.28390617,0.30714631,0.24293676,0.11536605,3.1855523,0.048492221,0.14913332,0.031562806,0.0027676275,25,88,23,3
-1290.975,0.99710609,0.5325545,3,7,0,1294.3504,0.24260861,37.492696,0.25674816,0.2737342,0.2734785,0.24401391,0.2100595,1.5663786,0.013375796,0.41883064,0.02648947,0.10571394,7,233,15,58
-1290.6569,0.95460614,0.5325545,3,7,0,1294.4442,0.26627412,21.796618,0.20826271,0.27807689,0.28330303,0.26947491,0.068364861,3.526432,0.01094714,0.0011796481,0.00034737598,0.05570953,4,2,0,30
-1291.2886,0.93616429,0.5325545,3,7,0,1294.0375,0.27810138,37.225412,0.27132899,0.30199835,0.2839499,0.27463804,0.26881455,23.120134,0.17282212,0.32762688,0.19667099,0.2755905,72,183,117,181
-1292.0964,0.92313298,0.5325545,3,7,0,1294.0516,0.2572639,62.565598,0.26785727,0.30622607,0.28258052,0.26032932,0.25218842,0.8470392,0.50190898,0.025699896,0.0030221606,0.021568126,238,13,2,11
-1292.9024,1,0.5325545,3,7,0,1295.8504,0.24599283,8.0914701,0.20828499,0.27928278,0.28621952,0.23507202,0.207885,6.2219283,0.13856824,0.30828225,0.0065059243,0.038186295,81,181,11,18
-1291.4767,0.99671077,0.5325545,3,7,0,1293.7865,0.27680256,61.41256,0.23519768,0.29853829,0.27655773,0.28659004,0.20900042,29.114324,0.13254564,0.16584813,0.28446481,0.22597155,64,95,164,143
-1290.8726,1,0.5325545,3,7,0,1291.9635,0.27553704,10.1564,0.23547722,0.29331495,0.28384303,0.23977395,0.11528324,16.645484,0.10254576,0.1895969,0.052110255,0.087915071,47,94,27,52
-1290.5351,0.97801247,0.5325545,3,7,0,1292.2873,0.27910469,34.401426,0.25747071,0.29393212,0.29455943,0.27705565,0.21140146,5.7855173,0.23444108,0.23105103,0.00490056,0.081641651,106,113,4,42
-1294.2791,0.75220311,0.5325545,3,7,0,1296.2362,0.23005302,4.3976063,0.2454746,0.28511866,0.30270792,0.23725223,0.38106985,34.140141,0.44201466,0.42038935,0.35449208,0.53258464,200,230,223,322
-1292.2052,0.99564555,0.5325545,3,7,0,1296.4419,0.18743854,33.359324,0.23506702,0.29231,0.26237392,0.24427782,0.17126464,10.611675,0.46680283,0.2261481,0.32884157,0.051710311,208,136,186,25
-1290.3598,1,0.5325545,3,7,0,1292.8926,0.30709172,11.402427,0.2381633,0.30150506,0.28270479,0.25406545,0.2595774,19.196652,0.38784263,0.43508451,0.1949025,0.15161336,165,244,96,81
-1294.8472,0.79932563,0.5325545,2,3,0,1296.0487,0.35283542,20.676751,0.20796773,0.28520539,0.2715995,0.30152167,0.14914242,2.4218256,0.056551421,2.085578e-06,0.0035790311,0.052613984,26,0,6,29
-1290.7061,0.97111191,0.5325545,2,3,0,1296.2667,0.24620865,21.477777,0.21181634,0.30927307,0.28200834,0.27375141,0.077292248,5.6031108,0.075397749,0.0011079868,0.0048697508,0.017502381,32,0,2,13
-1294.6891,0.80310842,0.5325545,3,7,0,1298.5076,0.33369008,11.164067,0.24877514,0.27822425,0.32626379,0.2791839,0.33748241,3.1292949,0.4011127,0.16115762,0.25653111,0.12742239,170,88,150,67
-1293.624,0.99143902,0.5325545,3,7,0,1298.0172,0.3283248,14.701664,0.20694468,0.33139371,0.26278004,0.26144829,0.12910383,6.5719276,0.10327465,0.0093497631,0.24960629,0.077705445,45,2,175,41
-1294.4429,0.98829663,0.5325545,3,7,0,1297.693,0.31464849,10.671493,0.24039205,0.32124223,0.25135069,0.22846977,0.29502993,6.0096777,0.37147071,0.44352061,0.72922936,0.3208327,172,237,435,182
-1292.501,0.99975037,0.5325545,3,7,0,1295.0598,0.33557417,16.3842,0.23558725,0.31257877,0.26502604,0.23156097,0.16347076,20.199761,0.21886271,0.12611032,0.20795776,0.21248492,117,63,129,132
-1292.1594,0.99698153,0.5325545,3,7,0,1293.539,0.22211534,35.3953,0.23036098,0.28677891,0.29033111,0.29147239,0.20282669,13.780924,0.18975893,0.33824194,0.17571233,0.20354885,85,188,110,124
-1291.0552,1,0.5325545,3,7,0,1293.7116,0.31061819,19.359825,0.25593349,0.28859977,0.26619494,0.24390096,0.18209206,0.33091039,0.89764015,4.2413922e-06,1.0053185e-09,2.3759967e-07,414,0,0,0
-1290.7091,1,0.5325545,3,7,0,1291.7889,0.27949331,18.91089,0.24888621,0.29126427,0.26328595,0.23995811,0.22796761,3.6750824,0.59944993,0.38622363,0.0057458777,0.90357493,271,213,2,534
-1290.7526,0.94021445,0.5325545,3,7,0,1293.98,0.22447261,33.166723,0.23863717,0.26892407,0.26901984,0.25220471,0.14914802,67.923424,0.078565791,0.14954004,0.1369663,0.1372024,38,84,85,89
-1291.029,0.89855159,0.5325545,3,7,0,1293.0185,0.25071713,21.165602,0.23430731,0.27027826,0.25597031,0.25527378,0.24198308,0.20764386,1.8535518e-21,3.5994442e-07,0.0010954766,0.99999919,0,0,0,589
-1292.5165,0.88720263,0.5325545,3,7,0,1296.1087,0.29237436,35.800982,0.2545755,0.32401425,0.26111586,0.28346674,0.12572438,3.5000507,0.086126057,0.64079813,0.43866918,0.0042790076,39,350,284,1
-1295.5881,0.79225896,0.5325545,3,7,0,1298.5232,0.25730852,4.4566292,0.24633839,0.26956819,0.3040376,0.22931863,0.10670801,2.4738571,0.12839968,0.066023304,0.13162537,0.26160987,58,43,87,152
-1292.8596,0.99333401,0.5325545,3,7,0,1298.2686,0.22826428,10.738568,0.2037525,0.29641189,0.2986224,0.2361419,0.24380411,6.7740689,0.1505149,0.33467099,0.37787234,0.1609096,79,189,232,102
-1294.302,0.9725456,0.5325545,3,7,0,1296.6665,0.22907554,6.5696726,0.24889517,0.29682038,0.264801,0.22292413,0.20545277,3.0932185,0.185994,0.57820908,0.0056955141,0.099823087,68,330,1,51
-1291.3732,0.98100851,0.5325545,3,7,0,1294.7995,0.27314719,46.981868,0.23184526,0.29789932,0.28534129,0.29294492,0.12971849,3.561733,0.21410807,4.3619038e-05,0.11745163,0.013057953,92,0,66,5
-1291.4573,0.95582082,0.5325545,3,7,0,1293.4549,0.29760905,10.557248,0.24708255,0.29781468,0.27819888,0.28323563,0.2626403,1.0744545,0.92187252,0.030606034,0.82184432,0.014498526,418,18,521,10
-1291.0025,0.98883519,0.5325545,3,7,0,1293.5116,0.25887476,56.853325,0.21995801,0.31203559,0.28339991,0.26351113,0.06371934,9.7079649,0.01762683,0.023372838,0.33571475,0.012527944,9,9,207,8
-1292.7688,0.76066929,0.5325545,3,7,0,1295.8468,0.2412756,17.932246,0.20857575,0.30103232,0.2536732,0.2310218,0.23619028,3.56086,0.13654125,0.23038521,0.49663805,0.17421819,50,134,293,115
-1292.4213,1,0.5325545,3,7,0,1295.0793,0.17630557,23.280821,0.23877877,0.28268737,0.28563315,0.23806466,0.16624252,1.6184546,0.83046924,0.044140879,0.089217901,0.051538231,378,26,57,34
-1291.9951,0.99784536,0.5325545,3,7,0,1294.3774,0.22584848,9.049799,0.22932262,0.29156385,0.2583948,0.27254323,0.025153727,7.2158217,0.015556074,1.5570149e-07,3.3208236e-05,0.1416353,5,0,0,72
-1291.0607,0.96498438,0.5325545,3,7,0,1293.7485,0.29657817,44.589576,0.2672597,0.30021116,0.2829754,0.27081699,0.18685473,0.61995832,3.147831e-08,0.49297757,0.00014840534,0.7898916,0,286,0,469
-1291.3169,0.81151883,0.5325545,3,7,0,1294.2804,0.24774261,12.49983,0.22823485,0.26508144,0.28925941,0.25919524,0.22665631,10.632344,0.44481719,0.25289454,0.24417511,0.13319852,204,168,144,68
-1291.0994,0.9800083,0.5325545,3,7,0,1293.7644,0.25039458,43.133033,0.24799272,0.32280233,0.27612125,0.25688452,0.28499348,2.1768354,0.18988304,0.98503515,0.015563037,0.0068993509,88,549,9,1
-1291.9538,0.81373024,0.5325545,3,7,0,1296.2215,0.24065266,13.183865,0.21427605,0.26236617,0.28823901,0.26185594,0.2467948,8.2096577,0.045842909,0.33988665,0.33406465,0.18777704,18,187,197,99
-1294.4914,0.89430902,0.5325545,3,7,0,1297.0852,0.24249219,13.53475,0.23016276,0.31685804,0.29747017,0.21294522,0.16354881,0.1994924,8.0601945e-16,0.043305645,2.2329616e-13,1.0619351e-18,0,18,0,0
-1291.278,1,0.5325545,3,7,0,1295.6929,0.25574121,46.710469,0.22076989,0.27052155,0.26161171,0.26977002,0.27321723,0.24863323,2.458541e-12,2.115367e-11,2.3208503e-08,3.7109713e-05,0,0,0,0
-1291.8112,0.98385603,0.5325545,3,7,0,1293.3319,0.29385941,16.088118,0.2668224,0.31071439,0.29898952,0.26838618,0.18964822,2.2937537,0.37252476,0.13741507,0.00029271095,0.20517168,159,83,1,118
-1291.0816,0.99648305,0.5325545,3,7,0,1293.3732,0.22331722,26.305949,0.20929338,0.27673209,0.26885458,0.24675922,0.40867343,13.366038,0.16640428,0.4137663,0.34420443,0.23501388,73,249,217,144
-1293.7805,0.87190932,0.5325545,3,7,0,1296.5678,0.31847363,20.261877,0.29010389,0.29260093,0.28824734,0.24365237,0.085356434,9.3288133,0.087130876,0.029459326,0.069913041,0.0039488531,32,15,26,2
-1293.624,1,0.5325545,3,7,0,1296.0332,0.35226776,17.071259,0.28502328,0.30068578,0.28982316,0.25713646,0.11153815,10.481438,0.090161476,0.19575728,0.013377161,0.0084938274,37,108,13,4
-1291.4533,1,0.5325545,3,7,0,1295.8267,0.31019859,18.713943,0.25026367,0.27232153,0.28098805,0.28186883,0.23147716,15.165693,0.11254639,0.2295626,0.35336984,0.40491481,43,121,204,236
-1292.7961,0.80560561,0.5325545,3,7,0,1298.6108,0.32189939,18.979517,0.21893754,0.27720207,0.30382465,0.29006441,0.21507073,5.92714,0.0867614,0.18826666,0.2936708,0.078216497,47,91,169,45
-1298.7137,0.80051821,0.5325545,3,7,0,1302.9044,0.27714713,22.519184,0.1854931,0.32773151,0.33287576,0.24005285,0.23588343,3.9437842,0.31254109,0.60931703,0.42278964,0.040557252,162,326,251,17
-1292.2435,0.9961114,0.5325545,3,7,0,1301.0119,0.27060192,19.980197,0.23356831,0.28616731,0.25343359,0.29165398,0.049551614,2.8275642,7.8154042e-09,9.4672157e-11,7.6411876e-05,0.0021510183,0,0,0,4
-1291.0597,0.93320233,0.5325545,2,3,0,1294.1592,0.26297444,19.817342,0.24213874,0.27994583,0.25707174,0.27646746,0.087228374,0.74893131,2.4203155e-05,8.6168597e-06,2.7462464e-19,1.9774035e-11,0,0,0,0
-1290.5601,0.92041398,0.5325545,3,7,0,1294.2672,0.30182942,16.34436,0.22835759,0.29374108,0.26949416,0.2788461,0.2469931,4.543836,0.081586858,0.34283687,0.073169601,0.16629685,32,207,46,104
-1291.1285,0.95290994,0.5325545,3,7,0,1292.3378,0.2172574,27.919964,0.24167934,0.30117448,0.3010249,0.2459408,0.17835255,2.2871004,0.036994244,0.037173949,0.052559524,0.43667193,12,20,29,245
-1290.2205,0.9986564,0.5325545,3,7,0,1292.1821,0.28339028,18.994477,0.22846693,0.28755816,0.26383786,0.27199972,0.10870073,4.7535599,0.10113827,0.00023367077,0.15187857,0.52663331,44,0,84,319
-1291.0298,0.9780776,0.5325545,3,7,0,1292.003,0.25776713,46.844368,0.21126217,0.29740097,0.28527367,0.27743346,0.51157363,4.6964725,0.96316258,0.46807366,0.57927164,0.25801582,442,248,340,151
-1291.4401,0.98170936,0.5325545,3,7,0,1292.4115,0.2341489,46.703127,0.21461626,0.28735278,0.28873227,0.2778851,0.22505187,2.5182516,0.031980988,0.4229625,0.20127628,0.21529844,13,226,123,120
-1293.4639,0.95066168,0.5325545,3,7,0,1294.9876,0.26048209,7.7252317,0.26726045,0.30178384,0.25596535,0.2548805,0.013319814,0.94416442,1.3570976e-40,5.6130965e-11,1.5046866e-69,5.1063968e-122,0,0,0,0
-1293.3594,0.97894175,0.5325545,3,7,0,1297.3896,0.20585769,52.308836,0.24355575,0.29345315,0.29750782,0.26958945,0.068471805,3.8163748,3.3758087e-06,4.6208172e-07,0.0087099787,0.13902605,0,0,7,83
-1290.6565,0.65947004,0.5325545,3,7,0,1299.2651,0.29244599,30.097162,0.26480654,0.28214734,0.28480889,0.2686638,0.18197118,17.633315,0.12688268,0.17214459,0.24487889,0.2185156,44,105,170,133
-1290.4583,0.99686202,0.5325545,3,7,0,1292.0984,0.26926978,26.154416,0.21682488,0.30894888,0.28896104,0.27723282,0.32185806,1.8607709,0.078686605,0.80263048,0.76294946,0.63215588,35,441,475,364
-1291.3985,0.9362094,0.5325545,3,7,0,1292.9472,0.26858553,41.355613,0.23715324,0.29724698,0.27611286,0.224418,0.18769607,7.1354898,0.28702264,0.014469783,0.21215806,0.19455013,129,11,122,133
-1291.466,0.94077015,0.5325545,3,7,0,1294.5641,0.22790828,32.39107,0.21249332,0.27594197,0.25565087,0.25349997,0.12143601,3.3846003,0.17415935,0.002991524,0.53223395,0.32693351,81,2,315,168
-1291.7623,0.83732762,0.5325545,3,7,0,1295.4917,0.24488103,15.923366,0.2298945,0.26616413,0.25531321,0.25920847,0.15287578,5.3352261,0.43149602,0.062066342,0.33509093,0.22951021,203,39,211,127
-1294.2647,0.88349734,0.5325545,3,7,0,1296.5522,0.15609306,8.5256625,0.21367353,0.2950559,0.29915193,0.23717315,0.10893326,3.0973806,0.071073506,0.17348652,0.20383884,0.0038732499,39,106,130,3
-1292.7011,0.97922784,0.5325545,3,7,0,1296.7201,0.218513,5.9894971,0.22259527,0.30202183,0.29360847,0.27332254,0.5954469,11.279421,0.60843881,0.4457521,0.66354127,0.62963877,297,243,394,383
-1296.0913,0.87445179,0.5325545,3,7,0,1298.4887,0.20430138,12.294537,0.17832315,0.29191686,0.25343032,0.25721132,0.41313616,20.2781,0.22326129,0.41249739,0.44336369,0.55942366,112,248,262,313
-1294.543,1,0.5325545,3,7,0,1298.0709,0.31873543,37.767258,0.28694401,0.31260326,0.31107398,0.25955733,0.083114568,5.7887231,0.066326107,0.004104133,0.059140924,0.00055537042,35,2,38,2
-1294.8464,0.73044222,0.5325545,3,7,0,1299.5059,0.17205538,7.2658808,0.20604854,0.26654215,0.27701462,0.23881832,0.15894706,26.433675,0.21892005,0.095228761,0.16052078,0.12103694,86,56,89,80
-1292.4905,0.91062949,0.5325545,2,7,0,1296.7148,0.17708812,11.039958,0.21408996,0.27744017,0.28766042,0.25130731,0.040589639,78.322028,0.062855592,0.015216489,0.027628428,0.035191704,35,13,18,20
-1290.6811,0.96700003,0.5325545,3,7,0,1293.3872,0.30101707,31.773083,0.2501771,0.31572747,0.2660386,0.25713546,0.40768916,1.0389725,0.0062372422,0.95677957,0.95797708,0.89408013,1,532,598,521
-1293.3469,0.92357825,0.5325545,3,7,0,1294.5644,0.29532585,15.842205,0.21119493,0.30526434,0.30859235,0.29322046,0.43187751,3.0166789,0.54996487,0.54589983,0.088977321,0.21381982,255,315,62,120
-1292.9325,0.94944032,0.5325545,3,7,0,1296.8616,0.26097097,31.434142,0.26339017,0.28506573,0.29805804,0.22264778,0.27927484,0.20436329,3.2135509e-11,8.3852998e-07,0.99439216,0.99284828,0,0,609,586
-1290.3778,0.97957199,0.5325545,2,3,0,1294.041,0.28566273,21.615464,0.23844148,0.28171448,0.29904917,0.24289586,0.058589458,8.0948528,0.018030878,0.033162826,2.0113944e-05,0.26786173,8,19,0,158
-1291.3428,0.93699048,0.5325545,3,7,0,1292.7922,0.25713729,15.748559,0.2285177,0.3091789,0.28637186,0.28844271,0.25923981,0.11936992,4.6380123e-13,0.0001738568,2.7558373e-13,7.1349637e-28,0,0,0,0
-1291.0892,0.94553069,0.5325545,3,7,0,1294.9201,0.28160726,42.810667,0.2194613,0.29383959,0.30490971,0.24414413,0.19060695,1.243318,0.0073450353,2.7843117e-06,0.04239366,0.23711151,1,0,21,114
-1293.2987,0.87246542,0.5325545,3,7,0,1295.4079,0.25479001,33.742919,0.25799552,0.31071777,0.24259833,0.27648871,0.10245353,11.266669,0.13542321,0.083948093,0.13823333,0.0049462868,63,43,92,5
-1297.5777,0.84199634,0.5325545,2,3,0,1300.6988,0.28960336,113.19005,0.25967611,0.2992471,0.24403697,0.27023298,0.068438282,4.9995455,0.038712363,0.03961512,0.041210542,0.019691234,30,21,23,9
-1295.383,0.98450266,0.5325545,3,7,0,1300.7473,0.21100612,3.4374935,0.20180571,0.29557484,0.28964533,0.27613173,0.20888062,2.6669125,0.2042462,0.35516406,0.4632446,0.019022897,97,195,294,4
-1294.2723,0.99821302,0.5325545,3,7,0,1297.547,0.16277018,11.249142,0.1959355,0.29260772,0.29303086,0.26483216,0.079791817,14.630026,0.022770048,0.092589559,0.027742907,0.22311796,13,49,13,134
-1295.1097,0.91790233,0.5325545,3,7,0,1297.7461,0.12569694,5.5008024,0.24564779,0.29412899,0.2759201,0.2709875,0.3728586,31.996075,0.29020667,0.43819184,0.3154777,0.21332443,115,235,204,120
-1292.3216,0.8884891,0.5325545,2,7,0,1296.8768,0.19369775,8.1098627,0.21901192,0.28321864,0.29322848,0.26409863,0.15292977,0.17441894,7.6923842e-11,4.3131506e-33,0.03021081,1.262302e-18,0,0,19,0
-1291.0674,0.99753778,0.5325545,3,7,0,1293.7392,0.19412305,20.006969,0.23431439,0.30234117,0.28463237,0.24642431,0.24534723,11.120174,0.037927153,0.11096928,0.55859696,0.33826473,18,70,318,216
-1293.0459,0.98927303,0.5325545,3,7,0,1294.0276,0.17783228,6.9358983,0.23485164,0.27146517,0.28377692,0.26028453,0.17508387,11.338188,0.18955537,0.13787101,0.29193976,0.24592495,91,68,160,151
-1294.7276,0.95849935,0.5325545,2,3,0,1295.773,0.14971972,4.132169,0.23644507,0.27772719,0.28681145,0.25105643,0.34905941,28.357797,0.33243983,0.29890772,0.38132918,0.42912549,164,167,247,267
-1290.1221,0.8571613,0.5325545,3,7,0,1295.8559,0.27737366,48.814668,0.22904051,0.30795481,0.27290668,0.26364841,0.054596733,17.696054,0.15955944,0.00025700928,0.080318096,0.025042897,75,0,56,13
-1292.7595,0.88067506,0.5325545,3,7,0,1293.9037,0.28310596,13.385479,0.27311087,0.2694273,0.2905899,0.26426961,0.33841859,21.425075,0.23712277,0.37624036,0.1911176,0.32539069,83,212,125,206
-1291.8372,1,0.5325545,3,7,0,1294.272,0.24329198,12.85582,0.20611414,0.31607917,0.2698188,0.25403982,0.31706478,11.809751,0.29281493,0.40077903,0.34235621,0.38071955,128,232,220,230
-1291.1879,0.99755652,0.5325545,3,7,0,1293.623,0.20943881,16.648085,0.23869341,0.26895449,0.27899924,0.26412379,0.38422394,4.4847837,0.19027692,0.49102879,0.24520577,0.56167219,75,264,146,323
-1292.1134,0.87804284,0.5325545,3,7,0,1296.1559,0.26150708,36.047152,0.19931949,0.31748309,0.2884701,0.26902623,0.15298303,10.336729,0.13173821,0.053446064,0.098064765,0.1079263,64,37,79,75
-1291.3396,0.99596312,0.5325545,3,7,0,1293.1463,0.2466632,26.690032,0.21398701,0.32226974,0.27208877,0.27194687,0.21511368,3.1074877,0.20765013,0.53737368,0.11139366,0.41147662,85,297,63,251
-1294.5245,0.69933026,0.5325545,3,7,0,1298.7336,0.2209468,6.8623754,0.25620498,0.26008115,0.2998831,0.24931033,0.08003527,3.7243668,0.013685235,0.14232537,0.099430378,0.093535533,5,94,50,61
-1291.2937,0.9987468,0.5325545,3,7,0,1296.5448,0.25915106,11.166371,0.23006846,0.28018591,0.25891579,0.25055228,0.12165899,1.6385263,8.0050176e-05,0.16300279,5.6738667e-07,0.16687472,0,97,0,84
-1290.21,1,0.5325545,3,7,0,1292.4538,0.27359352,28.834813,0.25182017,0.30340097,0.29139709,0.27642657,0.075460498,15.46243,0.097194482,0.057882019,0.028682443,0.017124242,34,34,25,10
-1290.4426,0.97972587,0.5325545,2,7,0,1291.4482,0.26611604,23.98729,0.21438702,0.277833,0.26508442,0.25433,0.26637194,11.646649,0.26584576,0.16151925,0.21216426,0.10644469,120,93,122,65
-1290.3136,0.92274949,0.5325545,3,7,0,1293.3367,0.29238758,30.337363,0.25535501,0.28423429,0.29843127,0.25633227,0.22995883,24.926139,0.28913355,0.28475243,0.19882717,0.16726487,113,180,120,96
-1292.8731,0.762412,0.5325545,2,7,0,1296.9563,0.23346642,29.619125,0.20755642,0.31352519,0.26578048,0.28879948,0.17996683,1.7982942,0.18931837,0.055363404,0.69209809,0.001395173,70,40,433,0
-1294.0998,0.96207653,0.5325545,3,7,0,1295.251,0.34649052,23.648516,0.243984,0.26763427,0.30107413,0.22936268,0.14066067,1.7875774,0.33369975,1.7466335e-12,0.019515285,0.31794649,155,0,7,164
-1296.1223,0.92621104,0.5325545,3,7,0,1297.9186,0.17336681,13.415364,0.22063333,0.31239137,0.25109989,0.29755882,0.23340262,5.5433009,0.60604854,0.28208888,0.13551569,0.0041803754,270,148,95,3
-1294.0109,0.98996656,0.5325545,2,3,0,1297.3069,0.19834064,13.170684,0.21971755,0.29122927,0.26326491,0.29877696,0.4816774,0.48673673,0.98109929,0.86398353,0.99998268,0.023090406,450,484,611,13
-1291.8547,0.9849916,0.5325545,3,7,0,1295.9729,0.33819094,31.122217,0.24914965,0.30811639,0.26542887,0.27758667,0.090189015,6.1722653,0.053929169,0.0016124079,0.20336438,0.029587716,21,1,126,19
-1291.2707,1,0.5325545,3,7,0,1292.4938,0.20569552,24.802779,0.22586842,0.27715959,0.29441087,0.2428758,0.1429209,0.15583608,5.5012758e-08,2.0755624e-21,8.5523023e-22,0.43302335,0,0,0,246
-1291.1289,0.98782051,0.5325545,3,7,0,1292.9109,0.29844533,26.577152,0.22191686,0.30777068,0.25427874,0.25520394,0.49452841,31.589914,0.56985916,0.39009835,0.67279924,0.41040177,247,215,418,225
-1294.0064,0.87731862,0.5325545,3,7,0,1296.4212,0.19468532,21.779731,0.24070379,0.27401947,0.2884713,0.2168766,0.10962125,4.1145342,0.0019817868,0.20386094,0.029231754,0.21091189,0,106,18,126
-1294.4529,0.89927936,0.5325545,3,7,0,1298.9115,0.20723026,7.3616892,0.23515157,0.30357968,0.27778112,0.30070751,0.32793091,14.245848,0.27787012,0.4091498,0.4497584,0.32316133,119,235,289,189
-1292.1093,0.99240889,0.5325545,3,7,0,1295.9203,0.33950633,29.803033,0.22244618,0.3027092,0.29186691,0.23755404,0.054396245,5.9587332,0.11701911,0.12013045,0.035529981,0.010122115,52,61,17,2
-1291.1595,1,0.5325545,2,3,0,1292.9927,0.28330736,20.861387,0.23008181,0.30662309,0.30759099,0.23885098,0.3085575,8.5945874,0.22259854,0.31619759,0.22949019,0.48495203,88,173,133,261
-1290.8458,0.96127782,0.5325545,3,7,0,1293.2658,0.25835977,24.584489,0.24419518,0.2775332,0.25689225,0.27194308,0.19196203,9.5913275,0.30643548,0.22521119,0.048971933,0.11620368,139,139,31,69
-1293.3189,0.91101918,0.5325545,3,7,0,1294.0667,0.29342194,7.8422436,0.20617018,0.31360793,0.3046963,0.24915161,0.3230566,0.79004216,0.41922193,0.013232433,0.48325723,0.34865736,180,8,306,192
-1294.463,0.90316869,0.5325545,3,7,0,1297.735,0.18207885,28.880071,0.25104292,0.25790942,0.26046102,0.26724744,0.21298475,5.4334264,0.09774958,0.066958865,0.15589388,0.25317235,55,41,87,160
-1294.4665,0.98164642,0.5325545,3,7,0,1299.1341,0.35304257,31.698375,0.26513328,0.26920856,0.29403595,0.28802242,0.030792543,34.246174,0.01093008,0.013401887,0.010549904,0.05563953,4,12,5,28
-1291.3679,1,0.5325545,3,7,0,1294.7255,0.26881796,29.068225,0.24896316,0.27341719,0.3003548,0.2822293,0.4783264,15.905527,0.63063833,0.36781344,0.58722346,0.52898686,295,200,372,310
-1294.7502,0.69183441,0.5325545,3,7,0,1300.4541,0.28239111,6.5983757,0.23607324,0.34222576,0.27709501,0.23991704,0.06347888,5.659701,0.014832072,0.0017525775,0.067748598,0.019571369,2,2,39,17
-1291.2424,0.98628254,0.5325545,3,7,0,1296.4443,0.22380135,47.006994,0.2316088,0.28099336,0.29588238,0.24635455,0.069304341,28.37205,0.12800092,0.078729979,0.038894192,0.029759569,58,56,30,18
-1290.76,1,0.5325545,3,7,0,1292.5892,0.27737366,37.305287,0.21357814,0.28479272,0.30302221,0.25963399,0.15623897,10.799869,0.39675324,0.053629184,0.074002875,0.27448012,182,26,53,158
-1291.7086,0.91852259,0.5325545,3,7,0,1294.4385,0.27340092,12.334899,0.24478611,0.32201621,0.26323759,0.26658588,0.21232038,10.308094,0.13164464,0.13190111,0.21839446,0.45306959,48,62,140,274
-1293.6043,0.96325859,0.5325545,3,7,0,1294.8914,0.30594661,17.185468,0.2228453,0.32669904,0.26124543,0.29337358,0.14516858,16.896974,0.124505,0.2588098,0.28285568,0.11819904,57,143,174,72
