# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = model_with_prior_model
# start_datetime = 2026-04-03 16:15:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = player_data.json
# init = 2 (Default)
# random
#   seed = 1531600736 (Default)
# output
#   file = model_with_prior_results.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0-77-g002979f
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,kappa,theta.1,theta.2,theta.3,theta.4,mu_prior,kappa_prior,theta_prior.1,theta_prior.2,theta_prior.3,theta_prior.4,y_prior.1,y_prior.2,y_prior.3,y_prior.4
# Adaptation terminated
# Step size = 0.532555
# Diagonal elements of inverse mass matrix:
# 0.0706465, 0.446331, 0.0130934, 0.0074024, 0.00803084, 0.00814246
-1291.1364,0.94325387,0.5325545,3,7,0,1292.9834,0.32367361,17.960186,0.25767618,0.30241988,0.26809499,0.24896286,0.12643485,24.018615,0.10512958,0.096527051,0.15959098,0.21418602,51,63,105,134
-1290.9478,0.94051692,0.5325545,3,7,0,1295.1791,0.25560824,32.302702,0.20625871,0.27605485,0.29290334,0.26335844,0.27158943,7.1545235,0.17804138,0.57474972,0.23628612,0.089904666,77,302,143,54
-1292.5812,0.91217125,0.5325545,3,7,0,1294.5453,0.2771481,34.525699,0.25578604,0.27525366,0.31957936,0.24874422,0.31641723,20.796091,0.22086535,0.32508051,0.38631209,0.18908956,86,179,232,108
-1296.3294,0.65991648,0.5325545,3,7,0,1299.1893,0.35676011,58.243378,0.25301461,0.27337738,0.29959296,0.2474118,0.11537572,23.344334,0.09465455,0.21411804,0.057039424,0.14389394,37,118,21,91
-1294.5632,0.83213702,0.5325545,2,3,0,1297.8487,0.32749382,68.351551,0.24842836,0.27473544,0.29356841,0.24457325,0.12637594,9.3626111,0.40113534,0.13477613,0.14210183,0.083158743,184,74,101,46
-1292.3466,1,0.5325545,2,3,0,1296.7656,0.19340877,13.719269,0.24173988,0.27283296,0.27923031,0.2348437,0.043821722,34.800438,0.036410059,0.0069293009,0.056840672,0.042536706,15,4,36,36
-1291.2399,0.90529552,0.5325545,3,7,0,1296.8368,0.32297373,22.7849,0.21501852,0.30384893,0.29534998,0.27686286,0.049594157,1.5638398,2.2160706e-06,0.0023361835,2.0981372e-24,6.5628317e-15,0,1,0,0
-1294.0031,0.86111128,0.5325545,3,7,0,1297.1551,0.28122319,12.633789,0.214829,0.34225631,0.26866499,0.24223265,0.20111512,6.4728904,0.31685581,0.13770831,0.33247817,0.073432539,140,77,207,41
-1292.1517,0.97811651,0.5325545,3,7,0,1297.5155,0.21859392,10.81398,0.26121752,0.28628333,0.2789594,0.24132535,0.21579499,2.153489,0.18582899,0.56043976,0.92455362,0.40647743,83,305,566,228
-1295.1827,0.92825124,0.5325545,3,7,0,1297.5196,0.30901683,63.146825,0.23242306,0.29597632,0.25083713,0.29683555,0.27660362,4.0613106,0.15649052,0.12691058,0.92013002,0.38495342,68,74,563,230
-1292.6162,0.96996609,0.5325545,3,7,0,1298.4013,0.24350083,52.689675,0.2448337,0.30883192,0.26608797,0.28903652,0.11279572,14.211748,0.22327787,0.14924191,0.029890032,0.058111393,104,74,19,27
-1292.3896,0.9905177,0.5325545,3,7,0,1294.3071,0.3125658,11.403548,0.24162317,0.27697224,0.28042837,0.22856328,0.24992506,16.005714,0.62954316,0.34454299,0.26411614,0.24099337,275,205,162,146
-1294.0206,0.96199632,0.5325545,3,7,0,1295.2649,0.33062486,15.107753,0.20827292,0.27392371,0.28056803,0.2247179,0.20009082,15.443328,0.31269561,0.30190703,0.19513067,0.088384858,140,168,131,52
-1295.8856,0.88232935,0.5325545,3,7,0,1299.5658,0.20961824,8.7307113,0.22575627,0.24642025,0.28725605,0.22888938,0.25332235,8.529015,0.27939838,0.20839774,0.20615962,0.47599874,114,113,115,270
-1291.2976,1,0.5325545,2,3,0,1296.3765,0.26506265,10.314228,0.22460665,0.27635177,0.28833713,0.24251747,0.34691732,18.557301,0.25436313,0.39172194,0.34727613,0.23834801,105,224,210,151
-1292.051,0.93971659,0.5325545,3,7,0,1294.9479,0.2624159,36.315967,0.21250662,0.30871298,0.2474266,0.25623498,0.025434246,0.38928476,1.9113115e-45,1.8090012e-12,3.376467e-35,1.1496362e-17,0,0,0,0
-1290.7523,0.86479941,0.5325545,3,7,0,1298.2819,0.29585015,57.446045,0.22862919,0.29532063,0.27301723,0.26452731,0.15719383,9.3753644,0.34441865,0.2200162,0.024147127,0.40684,180,126,14,229
-1293.7329,0.87275068,0.5325545,3,7,0,1296.3151,0.22489642,8.6991591,0.21126427,0.26913832,0.27915596,0.2873712,0.22081718,4.3321398,0.32918964,0.46927813,0.051340752,0.09877458,126,273,37,59
-1291.8493,0.98055229,0.5325545,3,7,0,1295.5143,0.26790329,64.507544,0.23876742,0.26277679,0.28939366,0.25910023,0.10027402,1.1507204,0.034104815,0.00018510236,0.28411507,0.010201029,21,0,178,3
-1291.8524,0.89440751,0.5325545,3,7,0,1294.991,0.23590037,9.6361515,0.24354148,0.27737427,0.27081731,0.23905208,0.244677,4.9459032,0.23495665,0.10783865,0.07524635,0.24529549,93,67,31,136
-1290.7393,0.96377216,0.5325545,3,7,0,1294.6994,0.22034635,17.231811,0.25305707,0.28622926,0.26971258,0.25466687,0.21600429,3.1868587,0.19584009,0.62983724,0.0751781,0.51333318,87,372,47,308
-1290.9268,0.98997009,0.5325545,3,7,0,1291.5268,0.31208465,39.976686,0.21655811,0.29771614,0.2893609,0.27102164,0.21025457,21.300385,0.060168861,0.27749843,0.21026957,0.18465703,29,154,128,108
-1291.5954,0.82828906,0.5325545,3,7,0,1295.3154,0.2647777,28.54107,0.20544932,0.31693927,0.28214929,0.27768072,0.3207969,0.79362033,0.21293157,0.56153041,0.95684389,0.0060015625,102,317,576,1
-1291.281,0.97490604,0.5325545,3,7,0,1294.6396,0.27271316,24.357435,0.27067341,0.29268436,0.26912537,0.2449623,0.32983908,15.426474,0.33297537,0.40525425,0.41781699,0.39102594,150,196,245,221
-1291.7534,0.97275297,0.5325545,3,7,0,1293.0666,0.26951337,19.327086,0.19602613,0.28869266,0.29336779,0.26774651,0.21286357,24.528526,0.11697074,0.079351578,0.28465615,0.15159623,46,48,157,90
-1290.6966,1,0.5325545,3,7,0,1292.9004,0.28927897,9.9084325,0.2196379,0.2946463,0.28522107,0.25426766,0.19505903,25.634407,0.11550189,0.18125619,0.24860573,0.19272406,51,106,156,108
-1292.2502,0.94115884,0.5325545,3,7,0,1293.7022,0.17749997,23.148682,0.22603926,0.2796861,0.26929413,0.23995545,0.19174041,6.379207,0.23292887,0.10994645,0.22602249,0.22149527,103,70,148,156
-1290.0087,0.95649564,0.5325545,3,7,0,1295.1384,0.24130972,25.998386,0.22563433,0.28882435,0.27654565,0.23831706,0.28338049,6.0164789,0.26963577,0.23987825,0.31948405,0.13709139,131,134,187,75
-1289.5279,0.93191834,0.5325545,3,7,0,1293.0143,0.28471863,27.730454,0.25085693,0.30188085,0.28381829,0.26049506,0.059124751,5.11942,0.080878332,0.0011001913,0.082792505,0.01969158,41,0,59,11
-1290.8242,0.89158233,0.5325545,3,7,0,1292.2397,0.26924867,48.464522,0.21562317,0.28495746,0.28829872,0.24197339,0.056448286,3.9144226,0.060825452,0.0137385,0.00044415887,0.0083200405,22,5,1,2
-1291.6258,0.91456541,0.5325545,3,7,0,1294.6255,0.28957268,38.325927,0.26993609,0.30435892,0.30144085,0.25128859,0.2404398,21.285297,0.19619599,0.34017738,0.25607529,0.28145322,105,180,153,173
-1291.9956,0.99357258,0.5325545,3,7,0,1294.1778,0.24217548,20.456491,0.20374053,0.28602009,0.2537012,0.24726037,0.28068473,8.6979466,0.18167025,0.13116889,0.22677773,0.098928647,80,71,151,59
-1290.7681,0.9618368,0.5325545,3,7,0,1294.076,0.30864564,11.026327,0.23607799,0.30075216,0.26693023,0.25366335,0.30804181,18.346306,0.38319613,0.23259507,0.50227001,0.3260176,155,132,311,188
-1291.5437,0.89154117,0.5325545,2,7,0,1294.7486,0.28516121,34.273284,0.20736256,0.29116881,0.29174566,0.2845354,0.18851266,4.0307558,0.072649299,0.13064887,0.45480781,0.12734706,35,79,271,74
-1291.0946,1,0.5325545,3,7,0,1292.4225,0.24556541,23.098138,0.26243162,0.28324141,0.26977438,0.24163868,0.17003252,21.424874,0.063284425,0.22269129,0.20109337,0.09775535,28,152,113,49
-1291.4875,0.94074099,0.5325545,3,7,0,1294.0756,0.30961229,33.727957,0.21642826,0.3010181,0.29168949,0.28627328,0.16956279,0.085780142,1,2.4311052e-38,0.99956937,0.99464254,456,0,611,588
-1292.0104,0.9972525,0.5325545,3,7,0,1292.8261,0.2838502,13.908709,0.24896787,0.28374187,0.26538056,0.22959883,0.036284763,10.746618,0.038385128,0.036831166,0.00048788558,0.15637457,13,15,0,88
-1289.9814,0.98548536,0.5325545,3,7,0,1293.3649,0.24386178,35.264882,0.23965822,0.30877299,0.27372891,0.26629189,0.15833959,10.52098,0.091866385,0.1392102,0.14833256,0.11496135,43,79,100,60
-1290.3528,0.94026329,0.5325545,3,7,0,1292.301,0.2287595,25.839959,0.23643942,0.29040282,0.30133274,0.26121915,0.13866687,14.052159,0.046269326,0.17111189,0.3853638,0.071920096,24,103,255,36
-1290.1385,0.92893553,0.5325545,3,7,0,1293.579,0.26496927,20.077133,0.24173969,0.29436852,0.25869755,0.25537454,0.16695206,24.57998,0.15172747,0.11136662,0.10103504,0.27602394,53,62,58,174
-1292.498,0.92224722,0.5325545,2,3,0,1293.0955,0.22204433,52.677918,0.23497996,0.31184109,0.25761882,0.24430786,0.1233337,7.6698687,0.057710194,0.29784204,0.055162095,0.11778105,28,162,43,68
-1292.7538,0.99252921,0.5325545,3,7,0,1294.5094,0.28930761,7.7514642,0.232479,0.2715339,0.29869851,0.27900064,0.22403472,8.9058567,0.45750507,0.2133711,0.23328222,0.22604272,219,108,147,133
-1291.341,0.9869198,0.5325545,3,7,0,1294.3071,0.25740951,11.628838,0.21487844,0.28329452,0.2784191,0.2788105,0.053945348,3.8165263,3.761408e-05,8.5496249e-06,0.00097526908,0.0001366081,0,0,0,0
-1291.7545,0.97098546,0.5325545,3,7,0,1294.3141,0.22845907,36.727021,0.21053015,0.30458102,0.25468224,0.2633214,0.17618072,3.2333525,0.13822289,0.024189773,0.19814966,0.0011512386,61,15,107,0
-1290.8702,0.9396347,0.5325545,2,3,0,1293.6273,0.23349602,17.791567,0.2101108,0.29585551,0.26592101,0.2681063,0.30264231,2.3173427,0.059170813,0.87112538,0.6773749,0.30839731,30,480,432,197
-1290.7559,0.98494179,0.5325545,3,7,0,1292.3534,0.29058862,36.389945,0.20765917,0.28946687,0.27206222,0.25898854,0.17031509,13.81736,0.12989134,0.24564948,0.22002149,0.037486385,55,128,124,26
-1290.2808,0.79540707,0.5325545,2,3,0,1293.5209,0.24451423,22.517285,0.23621549,0.26768726,0.28491409,0.25878121,0.066351517,3.0213208,0.0021929931,0.13744362,9.1751674e-10,4.4349947e-06,2,78,0,0
-1290.6406,0.95909199,0.5325545,3,7,0,1291.8394,0.21903933,17.450689,0.22106512,0.31184624,0.27843743,0.25388545,0.12378232,5.1998329,0.37788585,0.046421672,0.19343048,0.068342964,185,22,117,34
-1290.5893,0.95704817,0.5325545,3,7,0,1293.3739,0.28789065,28.828388,0.24949373,0.27253292,0.28410951,0.24281575,0.12595429,0.02831222,8.8978841e-34,1.09678e-288,1.5571548e-17,2.0971418e-25,0,0,0,0
-1291.5985,0.96532595,0.5325545,3,7,0,1293.0098,0.27723463,14.665494,0.22014225,0.31416161,0.27702464,0.28625098,0.23023548,45.951233,0.15319331,0.21399715,0.30258345,0.15193726,63,145,180,82
-1290.4652,0.99924648,0.5325545,3,7,0,1292.606,0.31321199,27.885645,0.23461981,0.30884595,0.30131999,0.2667586,0.047984516,22.785356,0.06670613,0.20016727,0.011372099,0.039474195,37,118,7,30
-1291.3164,0.94715776,0.5325545,3,7,0,1293.5341,0.29020719,13.164555,0.23764418,0.3172901,0.2702353,0.27790949,0.067518282,18.685298,0.15277845,0.085200121,0.033098416,0.054191005,75,48,20,35
-1291.6619,0.98293466,0.5325545,3,7,0,1293.2145,0.2280277,46.917616,0.22933033,0.27005177,0.29236054,0.23949929,0.05928372,3.6778903,4.1600191e-05,0.082665102,0.68017957,0.00017104418,0,41,407,0
-1293.8641,0.83478203,0.5325545,3,7,0,1294.9472,0.22496544,67.731186,0.23436599,0.27139974,0.30641536,0.24506806,0.30090647,4.8953892,0.62613844,0.85213909,0.43900978,0.056784017,279,469,270,36
-1293.8537,1,0.5325545,3,7,0,1294.8368,0.30336076,6.0213923,0.23744142,0.31300278,0.2567334,0.28215944,0.067010249,1.3343857,0.0013925488,2.4544845e-05,1.6412391e-10,0.67136852,0,0,0,397
-1292.6351,0.9548915,0.5325545,3,7,0,1296.9749,0.27520151,9.6523628,0.19661617,0.29788036,0.28697026,0.27156791,0.19746096,16.333423,0.21988841,0.16242322,0.19863197,0.19613673,107,93,126,116
-1291.9348,1,0.5325545,3,7,0,1294.2867,0.24235922,44.762065,0.27044604,0.27526188,0.27554547,0.25162712,0.30675097,16.498498,0.22477003,0.42651332,0.39209541,0.39490221,100,220,233,229
-1290.6708,0.99004925,0.5325545,3,7,0,1294.3258,0.28527451,27.97496,0.25356797,0.30015256,0.30277823,0.27490641,0.24727055,16.602948,0.24803325,0.2792653,0.24565649,0.13746843,110,171,151,79
-1289.4047,0.93560076,0.5325545,3,7,0,1292.7224,0.25690954,30.316549,0.2309061,0.29497214,0.27492422,0.27028416,0.11129589,11.893342,0.081614773,0.093268709,0.0069117234,0.10540383,29,40,2,59
-1290.8467,0.87967905,0.5325545,3,7,0,1291.5634,0.31894957,10.602673,0.23799086,0.28951255,0.28320128,0.24605126,0.11952241,8.7093941,0.11078371,0.020485937,0.087770855,0.038006668,54,7,52,22
-1291.3434,0.98120981,0.5325545,3,7,0,1292.5509,0.2889502,8.6343656,0.2148163,0.29875316,0.27199638,0.26323407,0.19425441,33.208689,0.16057756,0.17823325,0.12400885,0.14528547,71,103,78,81
-1291.5673,0.88954435,0.5325545,3,7,0,1296.0194,0.24615051,60.467877,0.26187161,0.28997,0.28571736,0.25404346,0.10238492,4.388607,0.036950005,0.12873189,0.3954046,0.16511785,21,85,249,102
-1292.5702,0.83663754,0.5325545,3,7,0,1297.1423,0.34116455,35.755036,0.2306356,0.32840803,0.27868675,0.25633269,0.23398119,4.8631315,0.39674881,0.19591249,0.29563584,0.075961555,185,110,177,45
-1291.2706,1,0.5325545,3,7,0,1293.6871,0.3161937,29.116413,0.24752514,0.32787052,0.2861913,0.26277024,0.17436297,5.8453861,0.15933183,0.038218375,0.3415961,0.04319112,75,23,228,23
-1291.005,0.98393671,0.5325545,2,3,0,1291.9971,0.31695937,23.471727,0.23762411,0.32408114,0.29418379,0.26491629,0.43597828,1.5377409,0.25144129,0.50928546,0.97277616,0.6089557,109,276,595,348
-1291.6193,0.98867459,0.5325545,3,7,0,1292.5751,0.34515349,16.590778,0.23691789,0.32484173,0.28777294,0.26014916,0.17190492,5.3735946,0.044977169,0.10636458,0.01891034,0.075882579,27,60,16,46
-1290.3938,0.81068009,0.5325545,3,7,0,1296.9605,0.21618021,23.984623,0.23480937,0.28257064,0.28791287,0.26862584,0.10820916,1.8987368,0.30294019,0.00051549782,0.057149461,0.0014686233,144,1,34,1
-1294.5289,0.79755017,0.5325545,2,3,0,1295.5564,0.22340606,12.365901,0.19346477,0.27484964,0.30353922,0.28006496,0.2759374,1.8192406,0.042031046,0.13377348,0.79178321,0.070136353,20,78,477,46
-1293.2396,1,0.5325545,3,7,0,1298.8335,0.32143658,20.227969,0.20027399,0.3220725,0.30317412,0.26297271,0.14548557,13.284533,0.045109485,0.24122569,0.20567955,0.043323679,18,148,120,18
-1293.6543,0.98109125,0.5325545,3,7,0,1296.0014,0.22627219,29.500969,0.27627991,0.27540491,0.25939479,0.23863625,0.17415811,1.0191996,0.33016329,0.0020866823,0.037379274,0.30785583,153,1,26,173
-1293.7617,0.98222009,0.5325545,3,7,0,1297.021,0.28185552,8.0365231,0.20296555,0.31065832,0.30293504,0.27921341,0.070991139,2.705336,0.044000578,7.5896429e-07,0.69448141,0.14427293,15,0,430,86
-1293.8956,0.98090323,0.5325545,3,7,0,1297.8826,0.19836646,21.851332,0.27709615,0.31435042,0.27862231,0.25500424,0.21414213,2.7610544,0.12298786,0.47794113,0.27300773,0.1217001,58,248,150,69
-1295.1325,0.93262371,0.5325545,3,7,0,1298.9005,0.22974147,20.656138,0.19352929,0.25518988,0.25241915,0.26234543,0.30049309,5.3631226,0.24081205,0.13615738,0.33640629,0.25472889,115,68,211,137
-1291.4342,0.84388031,0.5325545,3,7,0,1299.952,0.21751608,31.908041,0.25254839,0.28211638,0.28071334,0.2352807,0.15266523,5.0524504,0.0030222339,0.013318068,0.43590212,0.058681047,6,6,266,28
-1292.872,0.87951816,0.5325545,3,7,0,1297.1543,0.28049538,43.858078,0.2077553,0.29819777,0.31910996,0.26046346,0.21307806,33.516711,0.24710248,0.1803675,0.15773033,0.21764922,109,111,100,134
-1296.9695,0.70042187,0.5325545,3,7,0,1299.8344,0.23431636,9.8738812,0.2477093,0.27440436,0.22574865,0.27539672,0.14127265,8.9778024,0.04803686,0.16386484,0.15991012,0.13784285,18,76,92,65
-1292.6895,0.96868889,0.5325545,2,7,0,1298.649,0.24642057,9.5369824,0.26030231,0.30548721,0.25833762,0.27035284,0.40168941,21.629597,0.2622999,0.31828573,0.4275516,0.28298228,119,197,260,155
-1291.7164,0.99483425,0.5325545,3,7,0,1293.6333,0.28758479,48.764524,0.21487149,0.28116045,0.30091123,0.24536604,0.44410248,20.608569,0.44828148,0.33380811,0.35185124,0.41089611,208,185,217,238
-1291.8523,0.98481957,0.5325545,2,3,0,1292.4743,0.28681051,53.684658,0.21497413,0.28809661,0.30285547,0.24644107,0.12572687,4.3355441,0.053016626,0.22192995,0.29844162,0.098453529,18,133,191,69
-1290.8678,0.922409,0.5325545,2,3,0,1293.4891,0.25336744,50.108502,0.23388731,0.27677553,0.29977803,0.24794704,0.13715469,24.084059,0.23646151,0.18179261,0.21015356,0.076754658,98,100,135,57
-1289.9644,0.9930099,0.5325545,3,7,0,1292.6893,0.28875113,39.590612,0.25177348,0.29924895,0.27812538,0.27179676,0.25574318,0.28885796,7.5883405e-10,8.5532967e-05,2.9440634e-12,7.8083071e-20,0,0,0,0
-1289.5707,0.9693455,0.5325545,3,7,0,1291.1699,0.26645865,19.513956,0.24165749,0.30527924,0.27937789,0.2529032,0.15816015,13.208466,0.082050513,0.15218374,0.066829816,0.1114609,44,95,41,77
-1290.9922,0.93294737,0.5325545,3,7,0,1292.3821,0.27255437,28.56363,0.22249137,0.3140924,0.25687702,0.26995973,0.27518638,6.6197214,0.14056734,0.21741695,0.22600859,0.10437695,68,144,131,58
-1290.9036,0.99276605,0.5325545,3,7,0,1292.6157,0.28271186,30.012093,0.24443561,0.27618722,0.30629746,0.24654955,0.16694259,5.0332313,0.0097598243,0.49901015,0.056744888,0.099377439,4,275,40,55
-1291.1216,0.82796642,0.5325545,3,7,0,1294.2843,0.25124717,12.097909,0.217156,0.30154712,0.26370539,0.26977437,0.064912284,37.87585,0.10378239,0.021828212,0.017047582,0.054174363,52,10,14,23
-1289.7696,0.98230405,0.5325545,3,7,0,1292.1895,0.28340127,28.628404,0.25402957,0.30289999,0.28375033,0.26692329,0.44484509,1.2434576,0.93807409,0.43125802,0.87664009,0.46605503,422,238,543,280
-1291.9792,0.91652546,0.5325545,3,7,0,1292.4518,0.28161959,9.5963958,0.20490014,0.27873779,0.28802738,0.26023612,0.61394589,8.621807,0.6042673,0.4909313,0.4945258,0.7625822,278,268,312,443
-1290.709,0.95067158,0.5325545,3,7,0,1295.0239,0.27484775,34.750599,0.2319557,0.27864002,0.2607544,0.27768925,0.25438566,21.903365,0.21463895,0.18356509,0.36614693,0.22695752,95,95,215,117
-1289.899,0.98421457,0.5325545,3,7,0,1292.0373,0.27002488,23.239428,0.23625219,0.29112821,0.30108559,0.24888709,0.30366387,27.728417,0.2124302,0.22427886,0.24904215,0.29119888,90,114,136,167
-1291.1062,0.87606782,0.5325545,2,3,0,1292.2121,0.2976632,28.288663,0.21284303,0.29028841,0.30511192,0.24906643,0.31370496,3.3577215,0.48297827,0.17162374,0.22284131,0.54978846,207,91,143,317
-1295.1991,0.74372456,0.5325545,3,7,0,1299.2444,0.207123,39.703673,0.20623426,0.27046388,0.28538921,0.21495772,0.038636668,23.517076,0.00051575089,0.043424272,0.0058947842,0.038008697,0,18,2,27
-1298.6088,0.86608581,0.5325545,2,3,0,1300.2101,0.22614116,55.046213,0.19760921,0.27627516,0.28050817,0.20032484,0.26976383,12.53651,0.45849059,0.34437985,0.58876002,0.44527989,205,173,352,236
-1294.1521,1,0.5325545,3,7,0,1300.2145,0.26668291,9.6235344,0.28213544,0.28631365,0.27332989,0.27946923,0.1955884,21.132045,0.38579026,0.25529042,0.081369601,0.12133915,173,127,51,68
-1294.4327,0.99811617,0.5325545,3,7,0,1298.899,0.29477898,63.986203,0.22956511,0.26305013,0.25049,0.25457465,0.31347623,0.41930637,0.091811283,3.7267655e-07,2.2352458e-17,0.078712574,41,0,0,54
-1294.4875,1,0.5325545,3,7,0,1297.3678,0.21081746,46.118944,0.24041003,0.27733703,0.23528896,0.26257086,0.18460911,22.424799,0.33771056,0.19399998,0.23626644,0.38987459,153,118,141,227
-1293.3464,0.99503808,0.5325545,3,7,0,1296.6329,0.32658356,12.433474,0.21489927,0.27446386,0.31398878,0.24524473,0.15397843,4.0496957,0.10355088,0.0062201201,0.49788561,0.18799706,44,4,301,111
-1295.442,0.91057588,0.5325545,2,3,0,1296.7179,0.32510143,10.175244,0.20468255,0.27518507,0.326916,0.26662279,0.2401559,4.3204007,0.26553278,0.038811043,0.011882165,0.24038289,124,20,10,111
-1296.1104,0.98149188,0.5325545,3,7,0,1299.7811,0.18185494,33.786339,0.23513157,0.32072117,0.24009629,0.24018315,0.20285403,4.2070211,0.029322432,0.12177,0.23122995,0.51390202,19,68,151,310
-1290.4263,0.99421675,0.5325545,3,7,0,1298.5496,0.25590756,18.932552,0.24055734,0.31536615,0.29616824,0.2542049,0.227899,3.5403619,0.019363155,0.5619815,0.18368824,0.014692349,9,311,107,11
-1291.0453,0.97576742,0.5325545,3,7,0,1292.4586,0.30065203,41.607583,0.25179552,0.29550061,0.26142801,0.27489906,0.095136468,9.5056384,0.10381931,0.32994439,0.0018698296,0.05040731,58,201,0,28
-1290.8272,0.8746672,0.5325545,3,7,0,1294.4884,0.25000756,16.205951,0.24098492,0.32215406,0.28425387,0.25083513,0.26781211,1.3013317,0.049238287,0.40096996,0.20758167,0.32276443,14,232,117,182
-1291.0353,0.90278009,0.5325545,3,7,0,1295.6899,0.2947418,42.909801,0.22629489,0.26685996,0.27900976,0.26339835,0.10097041,19.247895,0.086832354,0.0068859326,0.074244643,0.022682696,32,6,54,17
-1290.2538,1,0.5325545,3,7,0,1291.5307,0.21830128,15.035783,0.23886541,0.29046414,0.28426639,0.25319742,0.42941692,8.9586924,0.33788939,0.18200139,0.58067487,0.27128551,160,102,353,153
-1290.3974,0.96738454,0.5325545,3,7,0,1291.8008,0.31265017,21.128237,0.23515583,0.30171923,0.28837373,0.23986965,0.036215244,3.6776314,9.6999285e-07,3.8157304e-05,5.0854787e-09,3.1285874e-06,0,0,0,0
-1290.3781,0.97466734,0.5325545,3,7,0,1291.3447,0.22695846,26.558981,0.23195016,0.28688445,0.27382381,0.27781612,0.15486477,11.400156,0.38864025,0.11021794,0.069855075,0.076022566,192,67,33,34
-1292.4822,0.78899247,0.5325545,3,7,0,1295.6861,0.37491445,14.280633,0.22203383,0.3001676,0.2639726,0.252606,0.29264702,7.5011866,0.15018785,0.4233675,0.15939844,0.29451226,67,252,104,165
-1292.5593,0.98575578,0.5325545,3,7,0,1294.4602,0.1840507,38.026469,0.24234914,0.28670174,0.27512438,0.25772832,0.23426446,16.713514,0.14171665,0.16487443,0.34574929,0.12285476,70,79,224,81
-1295.8256,0.90524234,0.5325545,3,7,0,1297.5487,0.40914234,14.449196,0.19268318,0.30683352,0.28792993,0.26106504,0.092828015,2.5305345,0.43036263,0.0072677376,0.36218135,0.0013736854,202,6,225,0
-1294.9495,0.9887668,0.5325545,3,7,0,1299.588,0.17176113,7.7488377,0.273324,0.27775392,0.2706568,0.25028177,0.28168154,0.41925928,0.00098947994,0.061199186,0.24838212,8.1427506e-07,0,24,149,0
-1294.1568,0.98879512,0.5325545,3,7,0,1299.1353,0.21382818,9.2482472,0.22268735,0.33927068,0.29473865,0.2511327,0.095959339,3.121426,0.0109363,0.019962933,0.048013474,0.00025268189,2,11,38,0
-1291.7504,1,0.5325545,3,7,0,1295.2476,0.33022254,38.851903,0.23967333,0.2758653,0.26913277,0.26097839,0.29851801,13.941609,0.22072612,0.20111196,0.12930375,0.19147846,93,100,77,104
-1289.8542,1,0.5325545,2,3,0,1292.1808,0.30316376,24.601563,0.24601816,0.28540029,0.27181068,0.26163727,0.27726471,8.3014088,0.16905384,0.077264601,0.51461742,0.17878968,91,49,318,110
-1290.2834,0.97080225,0.5325545,3,7,0,1290.9618,0.22538975,25.664909,0.21870457,0.30187928,0.29156528,0.26019496,0.41732902,0.60738118,7.2753957e-05,0.66548766,0.98256186,0.037488795,0,369,598,20
-1292.0219,0.95857862,0.5325545,3,7,0,1293.1369,0.23713054,17.917616,0.2367248,0.26319254,0.25483691,0.25133784,0.13073946,1.3887996,0.0011745564,9.0255401e-06,1.8191649e-09,0.16225053,1,0,0,91
-1294.0143,0.89269016,0.5325545,3,7,0,1296.2135,0.19996194,18.515004,0.23165485,0.30572217,0.32427001,0.24347604,0.15179355,4.44536,0.51362929,0.04676857,0.29951314,0.51115657,234,22,150,314
-1293.8092,1,0.5325545,3,7,0,1297.4458,0.33397489,26.626775,0.23513961,0.28379712,0.24037696,0.27115636,0.24667311,11.106702,0.11930343,0.41321844,0.15924631,0.24738224,51,244,109,146
-1289.8864,1,0.5325545,2,7,0,1293.8998,0.26474075,16.985336,0.23101218,0.29248612,0.27104531,0.27187611,0.11640285,12.123099,0.028848582,0.00032980395,0.14511961,0.18649707,14,0,94,106
-1290.0123,0.99285883,0.5325545,3,7,0,1290.7646,0.26143798,35.398364,0.2305203,0.27463024,0.27077066,0.24698681,0.088563924,4.8653481,0.029010037,0.006818293,0.24334769,0.058046793,11,7,158,35
-1289.9142,0.80430329,0.5325545,2,3,0,1293.1617,0.28392653,21.381969,0.24715067,0.29023104,0.27219925,0.24500818,0.072234602,2.0314691,1.3013591e-08,0.0019924833,0.0043722864,0.0001114755,0,0,4,0
